2/2/21 11:50 AM,1659.965
2/2/21 11:55 AM,1661.016
2/2/21 12:00 PM,1660.783
2/2/21 12:05 PM,1659.374
2/2/21 12:10 PM,1660.016
2/2/21 12:15 PM,1655.561
2/2/21 12:20 PM,1650.364
2/2/21 12:25 PM,1646.527
2/2/21 12:30 PM,1645.26
2/2/21 12:35 PM,1642.109
2/2/21 12:40 PM,1638.737
2/2/21 12:45 PM,1637.728
2/2/21 12:50 PM,1638.928
2/2/21 12:55 PM,1637.631
2/2/21 1:00 PM,1646.287
2/2/21 1:05 PM,1645.072
2/2/21 1:10 PM,1643.952
2/2/21 1:15 PM,1639.411
2/2/21 1:20 PM,1636.476
2/2/21 1:25 PM,1637.525
2/2/21 1:30 PM,1638.766
2/2/21 1:35 PM,1639.934
2/2/21 1:40 PM,1635.494
2/2/21 1:45 PM,1629.091
2/2/21 1:50 PM,1631.023
2/2/21 1:55 PM,1636.208
2/2/21 2:00 PM,1630.464
2/2/21 2:05 PM,1635.646
2/2/21 2:10 PM,1635.621
2/2/21 2:15 PM,1636.651
2/2/21 2:20 PM,1632.34
2/2/21 2:25 PM,1634.363
2/2/21 2:30 PM,1636.984
2/2/21 2:35 PM,1632.535
2/2/21 2:40 PM,1634.985
2/2/21 2:45 PM,1635.867
2/2/21 2:50 PM,1639.184
2/2/21 2:55 PM,1637.436
2/2/21 3:00 PM,1645.258
2/2/21 3:05 PM,1645.927
2/2/21 3:10 PM,1653.01
2/2/21 3:15 PM,1658.05
